QueryHour,OrganizationId,ProjectId,CubeName,Service,UserHash,QueryLanguage,Succeeded,TotalQueries,SumWallTime,AvgWallTime
2025-05-08 18:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,3721,11888.426,3.194954582
2025-05-07 14:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,3691,9809.892,2.65778705
2025-05-07 17:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,3591,6042.8843,1.682785937
2025-05-08 20:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,3509,6085.076,1.734133941
2025-05-08 13:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,3374,18450.658,5.468481921
2025-05-09 18:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,3342,6030.5293,1.804467175
2025-10-20 0:00:00,baac68e2-8a20-4ff4-a7a2-0639bcd62158,62b04f25-3e94-4fc0-52c1-3096eacdea0e,CUBE0017,user-query,051c95a5fe1f206d0f018f23d53b73b8,pgsql,TRUE,3342,5.165571,0.001545652603
2025-11-28 10:00:00,fbaa074f-ff10-4d1d-bb42-f4938103d6c9,a2abbaa2-6720-4cea-766d-d0a3fd1d3cfe,CUBE0021,statistics-service,0d195a84bb3616c27496840b5eff0052,pgsql,FALSE,3342,11.635721,0.003481663974
2025-05-13 18:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,3336,6890.5864,2.065523501
2025-05-08 19:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,3262,6175.9033,1.893287339
2025-05-12 19:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,3155,6486.8325,2.056048336
2025-05-07 19:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,3104,6013.9287,1.93747703
2025-05-07 18:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,3098,6893.4424,2.225126662
2025-05-08 15:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2990,11638.629,3.89251806
2025-05-09 17:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2931,5929.927,2.023175367
2025-05-08 16:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2929,17003.322,5.805162854
2025-05-09 14:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2855,5234.775,1.83354641
2025-05-09 19:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2796,4791.1484,1.713572389
2025-05-12 21:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2796,4262.897,1.524641273
2025-05-09 16:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2650,5292.2773,1.997085774
2025-05-13 17:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2641,5683.617,2.152070049
2025-05-13 13:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2615,5719.0264,2.187008184
2025-05-13 15:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2528,5361.3906,2.120803244
2025-05-08 17:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2521,11533.239,4.57486672
2025-05-08 12:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2509,7369.958,2.937408529
2025-05-08 21:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2460,3906.4824,1.588000976
2025-05-07 20:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2431,4838.6763,1.990405718
2025-05-13 12:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2418,5250.4077,2.171384491
2025-05-09 13:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2336,4865.0674,2.082648716
2025-05-08 14:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2298,10971.049,4.774172759
2025-05-12 20:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2265,3853.9197,1.701509801
2025-05-07 13:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,2239,5227.0186,2.334532649
2025-05-09 12:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,1982,4435.8843,2.238084914
2025-05-13 19:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,1891,3554.4539,1.879668905
2025-05-07 21:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,1848,3330.9116,1.802441342
2025-05-13 16:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,1818,6334.8823,3.484533718
2025-04-20 11:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,6a4cabf3-6447-4bf9-6fbe-0d80a19d67bf,CUBE0017,user-query,a11b522fa2a4415b39bfc7dcd1aa08a9,sql,TRUE,1818,7.44429,0.004094768977
2025-05-13 11:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,1570,2630.7488,1.675636178
2025-05-12 13:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,1537,3702.3884,2.408840859
2025-05-12 12:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,1341,4113.6445,3.067594705
2025-05-12 14:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,1325,3893.408,2.938421132
2025-05-09 20:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,1307,2208.9932,1.690124866
2025-05-07 13:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,1261,3137.5554,2.488148612
2025-05-12 23:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,1223,2215.4778,1.811510875
2025-05-09 13:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,1219,3009.126,2.468520098
2025-05-09 14:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,1205,4028.8777,3.343466971
2025-05-09 21:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,1196,1238.5352,1.035564548
2025-09-21 12:00:00,fbaa074f-ff10-4d1d-bb42-f4938103d6c9,64b35204-3318-4859-7607-225964a7442e,CUBE0011,aggregation-service,9903fdd59ec5afe0b7ef8f685b16826b,pgsql,TRUE,1196,42.226307,0.03530627676
2025-05-09 11:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,1190,2140.031,1.798345378
2025-08-12 16:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,143ea774-1bfb-40d8-7c64-6802a0a3e47f,CUBE0025,aggregation-service,2d1316f48e3f02a32199336a5f0a5ca6,analysis,TRUE,1190,3701.3066,3.110341681
2025-05-07 22:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,1185,2291.378,1.933652321
2025-05-07 12:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,1174,3304.0286,2.814334412
2025-05-13 13:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,1161,3201.3752,2.757429113
2025-05-09 12:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,1124,4166.4297,3.706787989
2025-05-12 20:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,1118,5932.072,5.3059678
2025-05-13 12:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,1059,3320.6318,3.135629651
2025-05-07 14:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,1039,3040.12,2.926005775
2025-05-13 14:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,1034,2900.4836,2.805109865
2025-05-08 12:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,9c9b9b70-cb0b-4fda-5d01-606e20e44c6f,CUBE0021,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,1017,12281.047,12.0757591
2025-05-07 12:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,1010,2368.8333,2.345379505
2025-05-13 0:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,1010,2146.702,2.125447525
2025-05-12 15:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,980,3302.458,3.369855102
2025-05-08 12:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,965,5600.6846,5.803818238
2025-05-09 18:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,959,5723.826,5.968535975
2025-05-11 10:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,<function <lambda> at 0x7ed070aea8f0>,CUBE0002,statistics-service,93be4d06b4f01f124cec4755a99dfa0e,none,TRUE,941,496.16052,0.5272694155
2025-05-13 18:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,940,3669.5903,3.903819468
2025-05-08 13:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,938,5169.273,5.510952026
2025-05-09 15:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,9c9b9b70-cb0b-4fda-5d01-606e20e44c6f,CUBE0021,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,938,2661.3042,2.837211301
2025-05-12 10:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,924,1380.4988,1.49404632
2025-05-08 22:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,923,1826.2926,1.978648537
2025-05-07 18:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,899,4043.9011,4.498221468
2025-05-12 22:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,805,1230.2173,1.528220248
2025-05-07 11:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,801,2147.584,2.681128589
2025-05-08 15:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,789,6888.4014,8.730546768
2025-05-07 15:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,762,2978.663,3.909006562
2025-05-13 15:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,9c9b9b70-cb0b-4fda-5d01-606e20e44c6f,CUBE0021,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,755,3189.7314,4.224809801
2025-05-13 16:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,9c9b9b70-cb0b-4fda-5d01-606e20e44c6f,CUBE0021,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,746,4733.005,6.344510724
2025-05-13 11:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,9c9b9b70-cb0b-4fda-5d01-606e20e44c6f,CUBE0021,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,716,8202.255,11.45566341
2025-05-07 10:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,691,984.7412,1.425095803
2025-05-09 15:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,689,2766.244,4.014867925
2025-05-08 14:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,676,3107.7725,4.597296598
2025-05-08 10:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,673,1106.1425,1.643599554
2025-05-13 14:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,ee6ce357-cbe1-4aa3-6da9-67708e3656d0,CUBE0046,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,668,3826.95,5.728967066
2025-03-17 18:00:00,fbaa074f-ff10-4d1d-bb42-f4938103d6c9,f2b5d052-6612-4cd3-468d-42bf822a1d30,CUBE0009,aggregation-health-service,6e3c93cce43cc4a00ee6b587cea4cca7,pgsql,TRUE,668,104.29633,0.1561322305
2025-05-07 19:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,662,2191.6572,3.310660423
2025-05-07 1:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,648,3344.2458,5.160873148
2025-05-12 10:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,<function <lambda> at 0x7ed070aea8f0>,CUBE0002,statistics-service,93be4d06b4f01f124cec4755a99dfa0e,none,TRUE,632,348.07092,0.5507451266
2025-05-08 14:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,9c9b9b70-cb0b-4fda-5d01-606e20e44c6f,CUBE0021,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,627,11508.146,18.35429984
2025-05-13 12:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,9c9b9b70-cb0b-4fda-5d01-606e20e44c6f,CUBE0021,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,612,2973.2136,4.858192157
2025-05-07 17:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,609,1911.3882,3.138568473
2025-05-09 1:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,594,623.15393,1.04908069
2025-05-08 19:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,589,3027.2632,5.139665874
2025-05-08 18:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,fd005144-c838-49aa-651e-494f75b8409f,CUBE0030,user-query,522638d9cb42f9842ee3ed8d75416d94,sql,TRUE,583,5256.3164,9.015980103
2025-07-31 16:00:00,dc75bb85-e6b1-4f85-621b-817726250cd6,e63ab1b3-8123-4a98-5c55-dc49aeb4f4e2,CUBE0025,statistics-service,4a8cb36b3c390faab90e8dceccdbe385,analysis,FALSE,583,77.501015,0.1329348456
2025-05-08 12:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,<function <lambda> at 0x7ed070aea8f0>,CUBE0002,statistics-service,93be4d06b4f01f124cec4755a99dfa0e,none,TRUE,581,1912.8579,3.292354389
2025-05-12 12:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,<function <lambda> at 0x7ed070aea8f0>,CUBE0002,statistics-service,93be4d06b4f01f124cec4755a99dfa0e,none,TRUE,581,1164.3209,2.003994664
2025-05-09 11:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,<function <lambda> at 0x7ed070aea8f0>,CUBE0002,statistics-service,93be4d06b4f01f124cec4755a99dfa0e,none,TRUE,579,426.5507,0.736702418
2025-05-08 2:00:00,2907b438-61a8-4d28-4424-8636adafdbe5,3c487bd9-947d-428e-7c58-2b4ba2a5e259,CUBE0005,user-query,1a0ee43890631b922fac29bee598d5e5,sql,TRUE,576,621.441,1.078890625
2025-05-13 12:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,<function <lambda> at 0x7ed070aea8f0>,CUBE0002,statistics-service,93be4d06b4f01f124cec4755a99dfa0e,none,TRUE,574,961.34375,1.674814895
2025-05-13 16:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,<function <lambda> at 0x7ed070aea8f0>,CUBE0002,statistics-service,93be4d06b4f01f124cec4755a99dfa0e,none,TRUE,574,672.2671,1.171197038
2025-05-11 16:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,<function <lambda> at 0x7ed070aea8f0>,CUBE0002,statistics-service,93be4d06b4f01f124cec4755a99dfa0e,none,TRUE,572,364.39758,0.6370587063
2025-05-09 12:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,<function <lambda> at 0x7ed070aea8f0>,CUBE0002,statistics-service,93be4d06b4f01f124cec4755a99dfa0e,none,TRUE,570,1615.3201,2.833894912
2025-05-09 16:00:00,9d1ddbbb-5e74-4fc6-a7dc-2955246d765f,<function <lambda> at 0x7ed070aea8f0>,CUBE0002,statistics-service,93be4d06b4f01f124cec4755a99dfa0e,none,TRUE,567,479.77423,0.8461626631
